,Sample,Process,Second,avg_branchinstructionrate,std_branchinstructionrate,avg_branchmispredictsrate,std_branchmispredictsrate,avg_llcrefrate,std_llcrefrate,avg_llcmissrate,std_llcmissrate,corr_instruction_branchinstruction,corr_instruction_llcref
0,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,ApplicationFrameHost.exe,13334379021,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.5,0.0,,
1,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378978,0.25112309074573225,0.013027852650494165,0.060714285714285714,0.010714285714285711,0.11960916442048516,0.012466307277628035,0.23809523809523808,0.09523809523809523,1.0,1.0
2,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378979,0.2251797277588345,0.018993665371064547,0.04041847041847042,0.045103038590856,0.13957928214163381,0.0571627319239809,0.15284090909090908,0.12843225869386093,0.9970467035073928,0.8277096575945456
3,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378980,0.23555871464050965,0.03099911851131496,0.09328504828504829,0.08960575769549534,0.15528924118484588,0.029906863659379532,0.24027777777777776,0.21155381214267627,0.9458044021839793,0.8730545152704675
4,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378981,0.21613557051116433,0.023286889108839838,0.13703523103778856,0.13321056656213284,0.1325772462894011,0.033314215185715264,0.19831296154825567,0.133522201667967,0.9976264487799159,0.8571364534959385
5,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378982,0.23877099443275826,0.019490694809105456,0.061830312933254104,0.044001221426136654,0.15220514379965663,0.031227645631823824,0.20537918871252203,0.13279673758744331,0.9977113318294951,0.9738351651131493
6,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378987,0.1875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,,
7,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378988,0.2339786540972672,0.04585984021066452,0.07738876603272889,0.0477568796036611,0.07180216582588847,0.0364594232479722,0.04444444444444444,0.05443310539518174,0.9575316072508835,0.542904677807706
8,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378989,0.22930886222822983,0.032848455942635524,0.06803554526445252,0.0408447773345373,0.09421358419512928,0.043355037085567344,0.1855641670157799,0.2889673129983807,0.9842888125663256,0.7140150415940422
9,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378990,0.2513639217059019,0.10478609005549702,0.08889141850829156,0.06923423116726111,0.12423603510570484,0.07124198531383906,0.11305555555555555,0.11091684406029724,0.888715176037937,0.883132980735019
10,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378991,0.2512533716605216,0.08357079157543135,0.04699347441282925,0.04683188613342382,0.1026948923671863,0.08200177456195133,0.06734006734006734,0.08031555853115531,0.9800273534390481,0.9811158082705536
11,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334378992,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,,
12,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334379009,0.17073170731707318,0.0,0.03571428571428571,0.0,0.06097560975609756,0.0,0.0,0.0,,
13,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334379010,0.2188083497148927,0.028231123300665163,0.0826022826022826,0.05871385186406594,0.1104109410739909,0.05967085120406135,0.11868765292678334,0.1493137173320679,0.9771424910352773,0.5367337569198176
14,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334379011,0.2583454826381538,0.09099412998155627,0.07554572459013466,0.05880457503154841,0.18001776626711843,0.11405731060835786,0.11732919254658385,0.1371977491671684,0.9877363604818112,0.9550600816442164
15,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334379012,0.2311262643547412,0.09580093959010005,0.19392784552845527,0.3152727076512384,0.2314201968506604,0.09959602124170172,0.36078947368421055,0.28735697393819093,0.9981335157204033,0.9132607270071488
16,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334379013,0.21947663447663449,0.084000686050112,0.2333333333333333,0.39581140290126393,0.2716169941169941,0.0679597239161666,0.4833333333333333,0.1892969448600091,0.5592791086902897,0.44452602112660033
17,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334379014,0.20409817125503402,0.04712538403800089,0.17094017094017094,0.33141018752720164,0.2175084175084175,0.11539129985396256,0.7287581699346405,0.5801551067458536,0.9982190766113759,0.9713682411872057
18,bianlian-1fd07b8d1728e416f897bef4f1471126f9b18ef108eb952f4b75050da22e8e43,Idle,13334379015,0.238554860777083,0.0904147949146726,0.210239651416122,0.32774734840446423,0.2634706856929079,0.11280059049699911,0.5240740740740741,0.2814327443187092,0.9812920709986314,0.6079097623559757
