,Sample,Process,Second,avg_branchinstructionrate,std_branchinstructionrate,avg_branchmispredictsrate,std_branchmispredictsrate,avg_llcrefrate,std_llcrefrate,avg_llcmissrate,std_llcmissrate
0,benign_dotnet_smoke,7z.exe,13431511087,0.15000703528788956,0.004359161895209046,0.030346498457115238,0.012098323274633487,0.04439148242571154,0.003828102144021399,0.1170940170940171,0.005982905982905989
1,benign_dotnet_smoke,ChatGPT.exe,13431511083,0.2098694547851013,0.044892682543364225,0.08400302892241233,0.10813455269407497,0.2830678994022684,0.16469563167442114,0.2988008103008103,0.1260195024089172
2,benign_dotnet_smoke,ChatGPT.exe,13431511084,0.19472824755445348,0.019074899291161795,0.07825690274987168,0.023340566298907153,0.21858668469633855,0.051020059468433326,0.2902861058348457,0.05831810330529465
3,benign_dotnet_smoke,ChatGPT.exe,13431511085,0.18564195354817764,0.019674879627344138,0.07840261404740154,0.042515250101213875,0.21658032101073643,0.04512091580491717,0.35799861895805485,0.10580599309679012
4,benign_dotnet_smoke,ChatGPT.exe,13431511086,0.184005691628354,0.017371448592855422,0.07761335098833003,0.05321175716922167,0.23510964183366925,0.04953019120544115,0.3209998530508573,0.06448378348828143
5,benign_dotnet_smoke,ChatGPT.exe,13431511087,0.1807804453796818,0.031158476403535966,0.07073032356051226,0.07397086157948676,0.2357253435384708,0.06875543658496311,0.4019546594224135,0.12454784007159267
6,benign_dotnet_smoke,ChatGPT.exe,13431511088,0.20158009653488895,0.029012690081631223,0.05266926074690564,0.05756168082906899,0.18425051077007004,0.12089163280770958,0.2597824221555395,0.0598611105876463
7,benign_dotnet_smoke,ChatGPT.exe,13431511089,0.25015159798753883,0.09595876972976587,0.052938179474798765,0.04294264893780369,0.27225039011006,0.09228704067918415,0.27863140018921867,0.11535228479195225
8,benign_dotnet_smoke,ChatGPT.exe,13431511090,0.18760635507047757,0.03212684100451688,0.06020251090013693,0.04617215488279529,0.21445827775707857,0.046343975775281814,0.2799816546381294,0.03776117812868833
9,benign_dotnet_smoke,ChatGPT.exe,13431511091,0.18634605804757137,0.009259742761846488,0.07605410411058992,0.0964551823126083,0.19765738465342195,0.0564954698333236,0.3455393516468786,0.10469758427468183
10,benign_dotnet_smoke,ChatGPT.exe,13431511092,0.17570242213893927,0.019975558908557324,0.09779718201285355,0.07832564999315432,0.26537323364520204,0.06727015578390606,0.3743569793313575,0.14216050262329497
11,benign_dotnet_smoke,ChatGPT.exe,13431511093,0.21623948064984302,0.0331424054140403,0.11219775852477742,0.13128619034756459,0.21513836621138135,0.07199278176198416,0.3085779022674385,0.09880522864468674
12,benign_dotnet_smoke,ChatGPT.exe,13431511094,0.19526519508464107,0.0051775177134112645,0.04941231386121857,0.02615806097079656,0.151050065258235,0.10149592407774224,0.23094069820064156,0.06280089623442414
13,benign_dotnet_smoke,Idle,13431511083,0.19281012960283891,0.01976254642876732,0.09620006335998646,0.04093832213330929,0.3979909426075352,0.03853351899010793,0.08663441702759025,0.03193128878867039
14,benign_dotnet_smoke,Idle,13431511084,0.20803928079713213,0.020876981496254582,0.04938895944952638,0.03475358208946957,0.36319447915907455,0.04759140798782916,0.07076542381779483,0.02479680206325864
15,benign_dotnet_smoke,Idle,13431511085,0.19242183302700958,0.018212573157444394,0.05590431366657557,0.01669256099076247,0.3718896429519067,0.02157108585611879,0.06410023030608061,0.02316765848954623
16,benign_dotnet_smoke,Idle,13431511086,0.18933585250921542,0.011515769975971486,0.07553776168928895,0.0357417862541243,0.4075718334739021,0.029242399380750485,0.055604992694279945,0.0182462715096411
17,benign_dotnet_smoke,Idle,13431511087,0.19529651578753254,0.021899810107444018,0.0880336386657336,0.046037757051411166,0.43111932792311175,0.053684128411833336,0.050857179011877626,0.03276667683070243
18,benign_dotnet_smoke,Idle,13431511088,0.18515889868834395,0.022830468948890396,0.06884073354027098,0.02775217949201336,0.4110726162580833,0.04201040389472078,0.03826603141865148,0.01738738133725145
19,benign_dotnet_smoke,Idle,13431511089,0.19805328940511874,0.0107477560192585,0.05723496293025988,0.017373159118698724,0.43670459494458624,0.026252782762002255,0.03042142328864127,0.01103574099779219
20,benign_dotnet_smoke,Idle,13431511090,0.19368921917173632,0.02550413853032817,0.08086140859017292,0.04083817356847473,0.4361571659668524,0.03318986882583827,0.030297231076944615,0.011315072709513282
21,benign_dotnet_smoke,Idle,13431511091,0.20643966426739174,0.016847555710118346,0.07352756040479652,0.031925294309517786,0.42551945243428524,0.03773722648312119,0.029742601929399103,0.013450311834383933
22,benign_dotnet_smoke,Idle,13431511092,0.19236483489899114,0.040424143830248664,0.10245808929290527,0.04650010594460368,0.4091563958440279,0.027404708072533833,0.05539531069865916,0.027668164335472544
23,benign_dotnet_smoke,Idle,13431511093,0.19211511348824792,0.017739169061042614,0.08466788252070509,0.03491748735862996,0.38343298705539064,0.04522895211661165,0.04132401485968971,0.012481087356479603
24,benign_dotnet_smoke,Idle,13431511094,0.19144388817612168,0.021721522253380414,0.07424629062560098,0.0367515071309699,0.3882319680225772,0.05936750991558004,0.07942545742387236,0.03690373170092998
25,benign_dotnet_smoke,MSBuild.exe,13431511088,0.2,0.0,0.0,0.0,0.2,0.0,1.0,0.0
26,benign_dotnet_smoke,MsMpEng.exe,13431511083,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
27,benign_dotnet_smoke,MsMpEng.exe,13431511085,0.16994744534626988,0.009453618185776044,0.04392175687027482,0.03300132005280211,0.08299903597972447,0.04045775414373231,0.11776315789473685,0.032236842105263154
28,benign_dotnet_smoke,MsMpEng.exe,13431511086,0.13636363636363635,0.0,0.3333333333333333,0.0,0.045454545454545456,0.0,1.0,0.0
29,benign_dotnet_smoke,NVDisplay.Container.exe,13431511085,0.21739130434782608,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0
30,benign_dotnet_smoke,NVDisplay.Container.exe,13431511087,0.21739130434782608,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0
31,benign_dotnet_smoke,NVDisplay.Container.exe,13431511089,0.22727272727272727,0.0,0.2,0.0,0.09090909090909091,0.0,0.0,0.0
32,benign_dotnet_smoke,NVDisplay.Container.exe,13431511091,0.21739130434782608,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0
33,benign_dotnet_smoke,NVDisplay.Container.exe,13431511093,0.21739130434782608,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0
34,benign_dotnet_smoke,PhoneExperienceHost.exe,13431511087,0.21262458471760798,0.0,0.078125,0.0,0.10631229235880399,0.0,0.09375,0.0
35,benign_dotnet_smoke,SearchIndexer.exe,13431511083,0.2591549295774648,0.0,0.010869565217391304,0.0,0.05070422535211268,0.0,0.2222222222222222,0.0
36,benign_dotnet_smoke,SearchIndexer.exe,13431511084,0.25077319587628866,0.000773195876288657,0.00819672131147541,0.00819672131147541,0.14149484536082474,0.10850515463917526,0.0625,0.0625
37,benign_dotnet_smoke,SearchIndexer.exe,13431511085,0.3773972602739726,0.1226027397260274,0.005376344086021506,0.005376344086021506,0.2650684931506849,0.23493150684931507,0.045454545454545456,0.045454545454545456
38,benign_dotnet_smoke,SearchIndexer.exe,13431511086,0.25331755684030793,0.0023215409040529544,0.012643946467475879,0.0020619358854652974,0.023005721475002246,0.007069466494922565,0.10416666666666666,0.020833333333333336
39,benign_dotnet_smoke,SearchIndexer.exe,13431511087,0.37682926829268293,0.12317073170731707,0.0,0.0,0.2597560975609756,0.24024390243902438,0.0,0.0
40,benign_dotnet_smoke,SearchIndexer.exe,13431511088,0.26159824735277243,0.008966668405403999,0.01427045177045177,0.00038156288156288194,0.033628918679255125,0.0020499713108340714,0.1111111111111111,0.0
41,benign_dotnet_smoke,SearchIndexer.exe,13431511089,0.23809523809523808,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0
42,benign_dotnet_smoke,SearchIndexer.exe,13431511090,0.25233445766021656,0.0034794958281555155,0.003067484662576687,0.003067484662576687,0.01887981537369075,0.004375998579797621,0.10964912280701754,0.05701754385964912
43,benign_dotnet_smoke,SearchIndexer.exe,13431511091,0.2541599507891643,0.0005216971509106327,0.011451301832208292,0.003254580520732883,0.01663980315665709,0.002086788603642536,0.1,0.1
44,benign_dotnet_smoke,SearchIndexer.exe,13431511092,0.255079006772009,0.0,0.008849557522123894,0.0,0.013544018058690745,0.0,0.16666666666666666,0.0
45,benign_dotnet_smoke,SearchIndexer.exe,13431511093,0.2476907001044932,0.0007941483803552696,0.005842076577190353,0.0002554843984194032,0.01723092998955068,0.002079414838035528,0.13571428571428573,0.0642857142857143
